creditcard,zipcode,age,gender,salary
701,5512074870840795,55371,22,Female,200
702,5349266045271745,55260,47,Female,3300
703,5318509568682344,55566,92,Female,900
704,5181826169550827,55604,63,Female,8200
705,5543047842056479,55243,100,Male,5700
706,5104436677409831,55192,64,Male,100
707,5503780167910346,55647,34,Male,1100
708,5477280210681533,55337,74,Female,3400
709,5338783612672926,55068,24,Male,600
710,5342074882007165,55263,44,Male,2400
711,5502653591062862,55300,98,Male,6800
712,5328067029671214,55948,67,Female,2200
713,5409682851347089,55004,90,Female,700
714,5144778394012006,55753,25,Female,8400
715,5594553222872417,55789,30,Female,5800
716,5476145288942557,55507,64,Male,1600
717,5330666492990641,55682,20,Male,2900
718,5494158926215755,55795,20,Female,1900
719,5497939918961648,55901,44,Male,6700
720,5252987155285515,55980,34,Male,6000
721,5348585797025533,55903,93,Female,1000
722,5231831259503280,55435,50,Female,3400
723,5120446357644516,55398,80,Male,5800
724,5378247223995283,55266,99,Male,400
725,5243258620464214,55425,92,Male,7900
726,5317588273976861,55465,47,Female,4500
727,5426778409672652,55481,54,Female,4400
728,5274143999616457,55022,85,Male,1600
729,5582505314407787,55557,30,Female,8900
730,5557796771115903,55899,99,Female,5200
731,5578947793960132,55025,24,Female,4900
732,5243091276812059,55269,39,Female,4800
733,5217286179978633,55812,75,Female,1100
734,5287341967689473,55662,62,Female,7000
735,5246167248364408,55403,33,Male,2700
736,5336233282093872,55462,56,Female,7300
737,5265565261886593,55457,76,Female,2700
738,5267739864351747,55268,64,Male,6000
739,5424399065580253,55261,86,Male,8000
740,5365993171139151,55779,22,Female,5900
741,5127627056540344,55072,63,Male,1100
742,5475789913613298,55587,47,Male,1800
743,5452364266938119,55941,60,Male,6800
744,5154965179559940,55824,64,Male,3600
745,5511865690208076,55429,92,Female,8200
746,5504634876350105,55365,46,Male,1000
747,5564170820395703,55156,97,Male,1300
748,5410817803102565,55111,28,Male,3700
749,5372757520395868,55717,48,Female,5100
750,5539677155885126,55118,33,Female,5100
751,5543333336750623,55647,57,Male,1900
752,5430973452967141,55137,51,Female,1000
753,5490595001645832,55038,44,Male,6100
754,5168998171973102,55724,26,Female,8600
755,5561710183746738,55861,63,Male,4900
756,5240495031773030,55692,33,Male,5900
757,5288540063325432,55135,70,Female,800
758,5285681272709363,55159,35,Male,5600
759,5358185170865782,55726,21,Female,5400
760,5537270582626990,55384,31,Male,2600
761,5318227745059290,55785,39,Female,2400
762,5122542381950131,55350,96,Male,8100
763,5368124901049661,55552,35,Male,6200
764,5130186862408720,55960,63,Male,3900
765,5456778225178515,55494,48,Female,2100
766,5377970090188127,55491,55,Female,9500
767,5591256590403673,55106,80,Female,8300
768,5181522392068501,55193,98,Male,500
769,5234012524362607,55107,100,Male,200
770,5231821864245427,55144,47,Female,4600
771,5128736581487779,55088,84,Female,5900
772,5445179345281921,55651,23,Male,3600
773,5292201228007589,55774,87,Female,8400
774,5424101874606877,55926,64,Female,1800
775,5401461134271038,55574,77,Male,8000
776,5326348908184327,55324,85,Male,6800
777,5107854403648679,55024,86,Female,4200
778,5456332703141890,55101,46,Male,2700
779,5439410666615753,55461,86,Female,3700
780,5530284021298144,55604,61,Male,6800
781,5297420648821768,55676,95,Male,5600
782,5285395695912161,55966,33,Female,9800
783,5520090261033824,55082,98,Male,6900
784,5448105003849540,55138,84,Male,3500
785,5396233745178507,55616,49,Male,1800
786,5437668249694007,55150,40,Female,9700
787,5293036975300061,55732,85,Male,4700
788,5484275012962900,55676,55,Female,8600
789,5522101515391054,55445,48,Male,1200
790,5590375584035431,55129,27,Male,200
791,5370141202537489,55561,45,Male,7400
792,5153715491438005,55991,39,Female,9800
793,5437546497175376,55692,37,Male,7600
794,5394117934703153,55321,62,Female,300
795,5133158347657491,55539,69,Female,5600
796,5506692020518892,55128,28,Male,3400
797,5268102022295505,55044,33,Female,3000
798,5142924794297761,55356,99,Female,5300
799,5143293204244295,55156,35,Male,6500
800,5525417677542178,55945,94,Female,2000
801,5470231757020889,55822,98,Female,3300
802,5416287053945374,55695,19,Female,1200
803,5435923101243514,55557,38,Male,6200
804,5264883850018101,55806,51,Male,1000
805,5256751805539291,55883,50,Female,4000
806,5477590803874273,55806,42,Female,4900
807,5398408121925675,55957,89,Male,2200
808,5530976631390019,55178,22,Male,2400
809,5162317167413492,55225,64,Female,8200
810,5140587490684582,55305,59,Male,3600
811,5253900463484364,55272,31,Female,4100
812,5122507572726210,55647,89,Male,7500
813,5552666530162568,55190,86,Male,2800
814,5209586275564850,55784,49,Male,800
815,5349416628254382,55815,19,Male,8400
816,5139113769758438,55031,25,Female,6000
817,5267235094995726,55865,42,Male,5100
818,5200085234096244,55742,49,Female,3400
819,5221376966483360,55630,21,Female,6300
820,5432391468710470,55803,26,Male,3300
821,5398839379510928,55889,46,Male,7700
822,5386281641647192,55530,21,Male,3200
823,5258960037854935,55722,61,Male,4400
824,5292127295463670,55708,96,Female,5000
825,5403184639589971,55550,35,Female,9800
826,5538757616008459,55963,78,Male,1000
827,5485208288422233,55446,52,Male,1300
828,5178787755073282,55290,47,Male,2700
829,5224383663331659,55041,23,Male,2800
830,5322460555675558,55229,36,Female,2300
831,5165553732142557,55417,29,Male,900
832,5187908464402120,55050,88,Male,100
833,5462127654887745,55460,40,Male,1300
834,5481930909607983,55413,21,Male,5600
835,5388638453629444,55847,21,Female,5400
836,5544935707331715,55299,26,Female,3700
837,5166630732433514,55956,52,Female,9300
838,5511171334183258,55909,63,Male,7400
839,5578504724147600,55205,55,Male,2500
840,5577047706443028,55492,53,Male,8100
841,5560512420583952,55119,81,Female,7000
842,5522694209344231,55372,75,Male,7200
843,5190964023649847,55287,82,Male,7200
844,5245434542346114,55727,53,Male,3300
845,5455914360064381,55836,66,Female,7500
846,5529984456359583,55174,46,Male,10000
847,5354633932416182,55694,47,Female,1800
848,5292344371327824,55992,85,Female,8900
849,5597173098087953,55072,90,Female,6300
850,5483783285665366,55944,62,Male,1300
851,5187597278023881,55979,85,Male,7600
852,5484506440353456,55295,33,Male,6900
853,5352714745244417,55496,75,Male,1100
854,5213007545197607,55105,21,Male,8800
855,5388422419447419,55489,55,Female,500
856,5186255251254475,55604,74,Female,7800
857,5474125723042082,55887,93,Male,4000
858,5189488262633000,55021,63,Female,9900
859,5484556036824865,55361,33,Female,7100
860,5511726459862919,55803,56,Female,2900
861,5389946108188362,55969,42,Male,3500
862,5282701916708952,55667,40,Female,1900
863,5305862594943874,55360,97,Female,5400
864,5448513324802975,55136,35,Female,6000
865,5198944962251401,55967,33,Female,5200
866,5458551341778320,55755,21,Male,2300
867,5394774294151306,55801,33,Male,6600
868,5265086027762929,55222,33,Female,6100
869,5110141952306387,55289,64,Male,1400
870,5425039757069566,55759,28,Male,4500
871,5382197864203386,55192,83,Female,7100
872,5551701932154409,55604,35,Male,1200
873,5212479131658030,55452,76,Female,6700
874,5332769599447214,55500,96,Male,2400
875,5319354063108787,55575,47,Female,2900
876,5394072095597219,55262,23,Male,9700
877,5411851934586858,55668,42,Male,9600
878,5565060871945051,55140,82,Male,6000
879,5300311077162318,55566,78,Male,8800
880,5520221752911232,55222,93,Female,2300
881,5233261825989920,55598,19,Male,6000
882,5570301059598566,55388,27,Male,2500
883,5423609346167972,55376,94,Female,8300
884,5566178151969721,55002,51,Female,8900
885,5342705814096681,55301,34,Female,7300
886,5301681512128952,55582,87,Female,9300
887,5495160553835656,55543,87,Female,1500
888,5258586114842798,55751,66,Male,600
889,5365366488648588,55276,64,Male,5200
890,5226181213218055,55752,73,Female,4600
891,5410096746620690,55804,47,Female,1100
892,5425690334619107,55003,97,Male,7500
893,5107816162145767,55396,59,Female,6400
894,5205944498151753,55666,18,Male,4500
895,5101085798289284,55964,75,Male,7400
896,5298485323809767,55113,61,Male,3600
897,5320499471645099,55311,81,Male,4000
898,5535489565829825,55970,43,Female,7900
899,5358812468139667,55803,89,Female,6800
900,5502147483505666,55404,83,Female,9500
901,5399338464445644,55342,74,Male,4100
902,5209381246715967,55633,29,Female,1000
903,5504723885823614,55349,59,Female,7500
904,5563358313867293,55577,22,Female,2700
905,5303656091282576,55756,23,Male,2600
906,5361566376168094,55769,67,Female,3100
907,5213031159042982,55918,69,Female,7000
908,5174906187327314,55649,58,Female,5200
909,5563877115114315,55584,28,Female,5700
910,5548402960843783,55682,90,Male,8000
911,5518803888706844,55969,26,Female,3500
912,5316551013079983,55050,30,Male,7300
913,5460249131431830,55118,98,Female,4300
914,5235147622667777,55809,47,Male,7000
915,5507179191229169,55595,62,Male,1400
916,5400677540244878,55499,51,Male,8700
917,5474307781969014,55026,19,Female,3900
918,5462625271543245,55155,92,Female,9200
919,5408839044629069,55166,18,Male,4600
920,5267182976483928,55248,64,Female,6700
921,5445714523990644,55071,83,Male,2200
922,5545304897379407,55290,67,Male,8300
923,5253696775750787,55325,89,Male,8500
924,5284862792180852,55537,49,Male,5000
925,5351406329175395,55356,48,Female,2900
926,5467404471699503,55028,24,Male,1100
927,5490666427625763,55428,30,Female,5500
928,5449260805224225,55013,66,Female,300
929,5192192763847102,55282,34,Male,7500
930,5274753042932683,55512,51,Male,5900
931,5307717550203796,55503,61,Female,7100
932,5342622100056925,55258,35,Male,3200
933,5243961643835092,55266,29,Female,6000
934,5535296188791237,55070,68,Female,1400
935,5186110507257568,55978,52,Male,2500
936,5131831667875800,55796,84,Male,3300
937,5295028341666083,55859,36,Female,7800
938,5192346508865379,55700,62,Male,7400
939,5164719072799451,55794,50,Male,7000
940,5597259128213014,55922,69,Female,1500
941,5135316792099951,55333,79,Female,8200
942,5467420941551835,55287,23,Female,4700
943,5212543817652839,55651,19,Male,6300
944,5115243550948134,55777,32,Female,1600
945,5569048689348556,55483,92,Female,1500
946,5317811429218818,55643,78,Female,800
947,5386169334066780,55545,32,Male,5700
948,5383216472083920,55879,86,Male,200
949,5338877878438061,55012,22,Female,1400
950,5316419941670010,55358,71,Male,1900
951,5116893774631939,55016,47,Female,8900
952,5184233264513155,55314,76,Male,1900
953,5404004745963192,55157,30,Male,9000
954,5515618091514659,55275,78,Female,7000
955,5154869787959122,55446,64,Female,2900
956,5393314899290018,55122,71,Female,7600
957,5433463565994676,55927,91,Male,200
958,5298787850770118,55334,58,Male,700
959,5140689768740698,55475,91,Male,600
960,5529131735922571,55880,91,Male,2800
961,5263380400449093,55263,77,Male,2500
962,5398187074077862,55392,58,Female,6900
963,5306244313166765,55457,98,Male,5000
964,5500096330760671,55570,72,Female,9800
965,5557965801306044,55274,48,Female,3200
966,5463332253555698,55385,36,Female,4400
967,5126752827809132,55045,29,Female,6200
968,5595584022069622,55758,77,Female,6400
969,5338745126280173,55203,77,Female,9200
970,5152732330030811,55759,29,Male,1000
971,5128736581487779,55376,64,Female,100
972,5493386960559082,55649,100,Female,9200
973,5147359725473550,55340,48,Male,7600
974,5329637852940941,55647,84,Male,6400
975,5547482728664672,55132,83,Male,600
976,5460361280683101,55609,27,Female,3500
977,5112953921040816,55908,100,Male,9000
978,5365859944077756,55362,36,Female,2500
979,5151429635525535,55689,69,Female,6600
980,5421018155214242,55140,45,Male,3400
981,5567630393202500,55310,34,Male,2200
982,5508042185898739,55943,39,Female,6400
983,5140786150891723,55413,54,Male,9900
984,5306196879162234,55502,19,Male,300
985,5398117051079813,55728,81,Male,2900
986,5282345157537397,55466,98,Male,7400
987,5343589513882123,55885,47,Female,3500
988,5159593977095175,55140,26,Female,2100
989,5487728156318286,55793,51,Female,9700
990,5190197578253687,55468,95,Male,4000
991,5465846433345306,55045,28,Male,7300
992,5212478485451372,55568,58,Female,1900
993,5342057613343975,55640,50,Male,9000
994,5395287779118434,55640,82,Female,1700
995,5564301173493387,55067,21,Female,7400
996,5193534712511173,55901,23,Female,8100
997,5164269869571382,55601,52,Male,3500
998,5587367312759585,55547,47,Male,9900
